symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	expressionAtlas	impc
MIR621	0.001813695367557664	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014916955800587273	No data
SAP30-DT	0.0018133186148592579	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01491385715268289	No data
OR3A2	0.0018122371614592955	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014904962609058752	No data
TDRD6	0.001810212122251288	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014888307430410433	No data
Y_RNA	0.0018092078101236057	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01488004734446292	No data
GLTC1	0.0018076978762448502	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014867628711579971	No data
PTPRD-AS1	0.001807544251289647	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014866365204649522	No data
ENSG00000252690	0.0018070301902573215	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014862137247829888	No data
ENSG00000260244	0.001803687901918653	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014834648195195942	No data
PRSS58	0.001802054796318593	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014821216521669315	No data
ENSG00000260500	0.001802054796318593	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014821216521669315	No data
TRBV7-2	0.0017997598806920405	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014802341711941232	No data
RPGRIP1L	0.0017971609773731075	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014780966718856961	No data
ADRA2A	0.0017961345142792687	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014772524449622768	No data
GARNL3	0.0017956022159349304	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014768146497835907	No data
TMPPE	0.0017956022159349304	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014768146497835907	No data
ESRG	0.001795404722310914	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014766522187759888	No data
LDHB	0.001793041982565599	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01474708955040546	No data
LINC02338	0.0017924267788556585	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01474202973346283	No data
TMPRSS6	0.0017909700569796261	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014730048749099516	No data
ARMCX4	0.0017906941659362142	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014727779650013765	No data
RAB7B	0.0017903316209086967	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014724797854808278	No data
NT5DC2	0.001786952452249627	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014697005475541218	No data
ENSG00000258654	0.0017856280685295373	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0146861129222663	No data
TLL2	0.0017771201504957178	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014616138526601163	No data
BMP2	0.0017771201504957178	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014616138526601163	No data
MYH13	0.001776803723221775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014613536032409504	No data
SAT1-DT	0.0017767778277459892	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014613323051952783	No data
SLC49A3	0.0017762380092221787	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014608883249544919	No data
SLC39A6	0.001775045708782509	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014599077031103988	No data
CETN3	0.0017744091082009163	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014593841233015672	No data
SRGAP2	0.0017741367096836618	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014591600858631575	No data
PLSCR1	0.0017741367096836618	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014591600858631575	No data
TRDJ3	0.0017741069806334214	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014591356348480444	No data
N4BP2	0.0017738328639695608	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01458910184299283	No data
PRIM1	0.001773428835300953	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014585778860589284	No data
SPC25	0.001772038420564454	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014574343227274097	No data
CAVIN2	0.0017719649878060542	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014573739270716143	No data
SGCA	0.0017711722671151476	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014567219444002143	No data
ZIM2-AS1	0.0017708551991326936	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014564611680226235	No data
SLC37A1	0.001770607369839161	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014562573378379165	No data
TRGV3	0.001770450183985472	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014561280584410618	No data
LINC-PINT	0.0017699042710641619	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014556790657897148	No data
LINC01515	0.0017692928046975749	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014551761579184662	No data
LINC02595	0.001768108002803611	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01454201703343522	No data
PRIMPOL	0.001768056999179561	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014541597547991727	No data
ENSG00000245156	0.0017679364997744995	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014540606486134566	No data
Y_RNA	0.0017669572281098602	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014532552348488582	No data
GATA6	0.0017667491533649353	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014530841012710377	No data
GLRB	0.0017663574486555492	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014527619390192446	No data
LINC02894	0.0017658170228091298	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014523174592786698	No data
DENND3-AS1	0.001765000834302963	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0145164617522021	No data
PRAF2	0.0017645382993954435	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014512657578196303	No data
B3GALNT1	0.0017645087944915935	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014512414911564133	No data
ADAP2	0.0017638881197305951	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014507310097303721	No data
HOMER3	0.0017626663697171466	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014497261667299447	No data
FCHSD1	0.0017620077480051549	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014491844753774262	No data
COLGALT2	0.0017603008434422913	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014477806111797498	No data
KCNB1	0.0017598383264752803	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014474002085345572	No data
FAM89B	0.001759410301850681	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01447048174531443	No data
ERVK-28	0.0017576267556608832	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014455812755054314	No data
MIR212	0.0017573081467036195	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014453192317345655	No data
ENSG00000265118	0.0017550959692305818	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014434997997517407	No data
KDM5A	0.001754066351565589	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014426529783133153	No data
ATP2B1	0.001754066351565589	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014426529783133153	No data
EPHA4	0.0017540521482236873	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01442641296603853	No data
MYL6B-AS1	0.001753914399351963	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014425280033867094	No data
BTG2-DT	0.0017534788914323244	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014421698146575405	No data
RAB40A	0.0017525722966354974	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014414241748574275	No data
COL9A1	0.0017524487772192685	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014413225848271854	No data
RNF157	0.001752205406915724	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01441122421992451	No data
PCDHGB5	0.001751656276772817	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014406707832984877	No data
ATP11A-AS1	0.001751656276772817	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014406707832984877	No data
HAGLROS	0.0017491090536247283	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014385757889684618	No data
IGKV3D-7	0.0017480668759202779	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014377186373744442	No data
LGALS9C	0.0017464485471920658	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014363876234378499	No data
LINC02820	0.001745771707041747	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014358309481114984	No data
Y_RNA	0.0017455626556359355	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014356590112671793	No data
FGA	0.0017453738506894852	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014355037263669967	No data
CENPK	0.0017432217709267687	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014337337224692081	No data
ENSG00000273055	0.001742860872402227	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014334368971348448	No data
SAXO3	0.0017419018307282485	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014326481217695022	No data
LINC00702	0.0017415358717593594	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014323471344117905	No data
LINC02350	0.0017412861240083987	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014321417263686862	No data
IGFBP6	0.0017412503745138836	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014321123237667323	No data
ATP6V1E2	0.0017411306938218863	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014320138909414278	No data
IGLV4-3	0.0017405424227478611	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014315300603176657	No data
ENSG00000272660	0.001740049868821397	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014311249534137226	No data
SATB1-AS1	0.0017393764309209297	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014305710763087027	No data
TLCD3A	0.0017379007157225356	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014293573565858395	No data
MYOM2	0.0017347472744190736	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014267637708390318	No data
ZNF674-AS1	0.00173432575990638	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014264170911557933	No data
KLK11	0.001734250648265895	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014263553146832246	No data
GGT1	0.0017339286010975702	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014260904431142975	No data
ENSG00000283743	0.0017334557387434185	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014257015317809605	No data
ENSG00000256218	0.0017320892466168851	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014245776438878796	No data
ITM2A	0.0017317527540262974	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014243008915075841	No data
RND2	0.0017314943884869374	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01424088395660709	No data
TOPORS	0.0017310279214957994	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014237047442706409	No data
NCOA2	0.0017296095511131204	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014225381884815185	No data
ENSG00000267077	0.0017277106545414425	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014209764181458669	No data
SLC25A22	0.0017273448555209878	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0142067556233967	No data
PARVB	0.0017244381698501943	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014182849237322716	No data
ACCS	0.001724392401400002	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014182472809196586	No data
WWC3	0.0017226082066178034	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014167798484510224	No data
TRAV8-3	0.0017222614371292157	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014164946437123007	No data
LINC00880	0.0017207638034119712	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014152628968398537	No data
NUF2	0.0017204317001997822	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014149897545566417	No data
ENSG00000279622	0.0017203866262237553	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01414952682922663	No data
HSALR1	0.0017176199053468993	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014126771600442978	No data
PHACTR3	0.001717407753482516	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01412502673190517	No data
NR1D1	0.0017165064670438452	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014117613993134479	No data
RAB3IP	0.0017161991485180105	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014115086414937732	No data
ENSG00000265800	0.0017150295705465142	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014105467080170589	No data
ENSG00000234913	0.0017133643712764549	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014091771448393077	No data
LETR1	0.0017133643712764549	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014091771448393077	No data
ZNF92	0.0017133643712764549	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014091771448393077	No data
KLHL14	0.0017097188876075084	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014061788729280407	No data
LINC01149	0.0017094499762081183	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014059577035116807	No data
CDCA5	0.0017089609245221201	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01405555477067553	No data
CARNMT1	0.001708237850701024	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014049607763023202	No data
CYB5R2	0.0017076582062331377	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014044840407345851	No data
PSCA	0.0017061859168496652	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014032731386144288	No data
SLC30A7	0.0017055753135966666	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014027709406213368	No data
ENSG00000284428	0.00170505658402326	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014023443052415827	No data
NDN	0.0017030812047744907	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01400719630807807	No data
MAP3K5	0.0017028673142256432	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01400543713952066	No data
CPM	0.0017027157555346447	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014004190626828806	No data
SLC10A7	0.0017025329139823615	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.014002686824479907	No data
ENSG00000263335	0.001701087426754108	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013990798240829166	No data
TCEAL7	0.0017007433323769593	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013987968195217882	No data
CCDC141	0.0016993906096451489	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013976842564330908	No data
TSPAN2	0.0016991260050598024	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013974666292077666	No data
CLEC2B	0.0016989910949311534	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01397355670749025	No data
ATP1A2	0.001697147012000539	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013958389825520631	No data
COL8A2	0.0016963056525997086	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01395146996388395	No data
ENSG00000274767	0.0016957207807416661	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01394665961490722	No data
KEL	0.0016956431014907083	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013946020732560226	No data
OAS3	0.0016954825328878648	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013944700116764196	No data
OXCT1	0.0016948452785289525	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013939458941605644	No data
CRYL1	0.0016948452785289525	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013939458941605644	No data
ABR-AS1	0.0016931805429540264	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013925767123544555	No data
PRND	0.0016931726737200853	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013925702402083068	No data
KIF5B	0.0016927201933672443	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013921980922972131	No data
ENSG00000261668	0.0016913405822547795	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013910634145362866	No data
ENSG00000271727	0.0016890533829457747	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013891822799416989	No data
ENSG00000237903	0.001685741928347529	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013864587342591514	No data
HEBP1	0.001683371368092006	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013845090384509803	No data
FCRL2	0.001681768732732527	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013831909317143457	No data
DIPK2B	0.001681768732732527	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013831909317143457	No data
H2AC8	0.0016814285782659473	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013829111675800757	No data
DNAAF3	0.0016813880741978872	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01382877854521896	No data
C12orf75	0.0016781978487104732	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013802540151803563	No data
PDK3	0.0016780033315178865	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013800940321746008	No data
ENSG00000283994	0.001677563811155734	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013797325433638022	No data
COL4A5	0.0016764424761402772	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013788102878868119	No data
GFRA3	0.0016747798262668474	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013774428214909972	No data
SLC49A4	0.0016745632419997894	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013772646891542995	No data
ACBD4	0.0016734527762794337	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013763513732598603	No data
ENSG00000281655	0.001673058227951213	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013760268722395379	No data
KCNQ2	0.0016728343028855031	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013758427023746538	No data
WDFY4	0.0016725608073756854	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0137561776270151	No data
MYLK	0.0016725190856100361	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013755834481332949	No data
FHOD3	0.0016724240113427942	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013755052531581304	No data
SLC44A3	0.0016718038992028007	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01374995234466505	No data
TRIM8	0.0016711548588268434	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013744614233991044	No data
ENSG00000228434	0.0016696751943411393	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0137324445553737	No data
MIR634	0.0016691432705050514	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01372806968377501	No data
NEPRO-AS1	0.001667780523686304	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013716861608578778	No data
ENSG00000250665	0.001666542302767378	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013706677711630385	No data
DCLK1	0.001666542302767378	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013706677711630385	No data
MYO10	0.0016660011905789667	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013702227269322336	No data
EPHA5	0.0016652771007093516	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013696271905056701	No data
ENSG00000279962	0.0016648440737419817	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013692710422655489	No data
ENSG00000280018	0.0016617793972208209	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013667504621820911	No data
ENSG00000276170	0.0016615842811969809	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013665899866603652	No data
ASF1B	0.001661459675169963	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01366487502934004	No data
MGAT4B	0.001658917825267484	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013643969278944885	No data
ADORA3	0.0016585735175808885	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01364113747894439	No data
SLC35D1	0.0016578270396055553	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013634997981009218	No data
IDO2	0.0016576029645390094	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01363315504866045	No data
SH3D21	0.0016564443410692115	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013623625810510733	No data
CRYBG2	0.0016557645651009572	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01361803491125933	No data
IL9R	0.0016542218592074662	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013605346740997584	No data
CD1E	0.0016521822455057107	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013588571692671619	No data
RAB30	0.0016520898023345088	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013587811382685968	No data
CCDC159	0.001652048339200253	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013587470364148839	No data
PCDH8	0.0016488727370364028	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01356135224201778	No data
N4BP3	0.0016483725710595776	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01355723856675416	No data
LINC00342	0.0016482769148771705	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013556451830971216	No data
SKA3	0.0016482769148771705	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013556451830971216	No data
ENSG00000269403	0.0016475610602875344	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013550564198756757	No data
GZMM	0.0016440602261062805	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013521771166761933	No data
NPAS2-AS1	0.0016434110726586536	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013516432126116378	No data
CD1D	0.0016425717427808375	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013509528956535946	No data
XKRX	0.0016394581702702175	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013483921004752186	No data
ENSG00000258355	0.0016384724520279081	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013475813846452411	No data
RNF39	0.001637629786971041	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013468883246290536	No data
ARHGAP30	0.001636231511953194	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013457382965145539	No data
C1QTNF2	0.0016340027841465839	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013439052525107248	No data
ZMYND15	0.0016330329421361633	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013431075942787099	No data
LINC01205	0.0016329563318649546	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013430445852392685	No data
ANKRD44	0.0016326544925573676	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013427963338685758	No data
TRPM5	0.0016307492127335802	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013412293135504138	No data
HYKK	0.0016300104057084322	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01340621672822184	No data
AMIGO2	0.0016295814379455153	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013402688631236113	No data
ENSG00000280143	0.0016295814379455153	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013402688631236113	No data
HDGFL3	0.0016285539489463705	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01339423792432028	No data
DDIT4L	0.0016276031379477386	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013386417864846676	No data
TRBV3-1	0.0016264577391964046	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01337699739498535	No data
IFT56	0.0016262501293452729	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013375289882782094	No data
LINC00705	0.0016256144181555894	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01337006139960456	No data
ENSG00000242798	0.0016256144181555894	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01337006139960456	No data
PRRG1	0.0016252107711972948	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013366741556623414	No data
Y_RNA	0.0016246735058347856	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013362322752997905	No data
SLC35F1	0.0016234346075385956	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013352133284878694	No data
C3orf80	0.001622954165314057	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013348181829989203	No data
ENSG00000267934	0.0016224246975331228	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013343827158511673	No data
ENSG00000253988	0.0016221127817984476	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013341261770017616	No data
NWD2	0.0016216298126310717	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013337289531982684	No data
PPM1K	0.0016206131099300296	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013328927538273562	No data
DEPDC1	0.0016196590348482771	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01332108063295555	No data
SMIM10	0.0016195990300160658	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013320587115992377	No data
NCALD	0.0016195412063165738	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01332011153801772	No data
TMC6	0.0016188616087452858	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013314522106013632	No data
ENSG00000261369	0.0016170278808009988	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013299440389875126	No data
NR2F2-AS1	0.0016170241751849155	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013299409912589735	No data
ENSG00000258101	0.0016169134862518309	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013298499538139885	No data
SAMD3	0.0016160851387693256	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013291686694591246	No data
ENSG00000260729	0.001615528406963893	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013287107786863428	No data
PPP1R15A	0.0016151352572837208	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013283874280009383	No data
CDCA2	0.0016142169979144242	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01327632194532833	No data
ENSG00000277117	0.0016141877612838211	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01327608148514176	No data
MTSS1	0.0016117333962997085	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013255895264985166	No data
WT1	0.0016109401726995694	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013249371302033661	No data
SEMA4G	0.0016108012491905428	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013248228708916383	No data
KLRC4	0.0016104238157056438	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013245124461801564	No data
LINC00840	0.0016102564000940042	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013243747531957761	No data
TYMS	0.0016099244781682556	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01324101760013779	No data
ENSG00000253604	0.0016087946514482094	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013231725204321643	No data
SP6	0.0016080463638597246	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013225570823005343	No data
ENSG00000255655	0.001606675139781087	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013214293025565038	No data
P2RY6	0.001601227828207433	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013169490956028054	No data
HMGN5	0.0015993621598240776	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013154146541904891	No data
AMPD1	0.0015990008358456706	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013151174789364745	No data
ARHGAP26-AS1	0.0015985604358485525	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013147552666593138	No data
ENSG00000230730	0.0015985604358485525	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013147552666593138	No data
TRDJ2	0.0015978324422633735	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013141565195749097	No data
ENSG00000260805	0.001596178947007699	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01312796582504629	No data
TRIM59	0.001595906437342026	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013125724536508648	No data
